district_name,area_key,area_label,goal_count,action_count,metric_count,action_dollars,externalizable_dollars,movement_points,movement_improving,movement_flat,movement_worsening,movement_negative_share,pace_metrics,pace_positive,pace_negative,pace_negative_share,top_action_1,top_action_1_dollars,top_action_2,top_action_2_dollars,metric_example_1,metric_example_1_status,metric_example_1_diff
La Habra City School District,english_learner_progress,English Learner Progress & Reclassification,0,12,2,8823014.0,5998755.05,4,2,0,2,0.5,1,1,0,0.0,"English Learner
Achievement",220061.0,English Learners,206417.0,"The reclassification rate
for English Learners will
exceed the State
Average.",,-1%
Placentia Yorba Linda Unified School District,ela_proficiency,ELA Proficiency & Literacy,0,24,22,7621081.54,5313141.84,77,60,0,17,0.2208,15,8,7,0.4667,"District English
Learner Advisory
Committee (DELAC)
and English Learner
Advisory Committee
(ELAC) Groups",20000.0,ELA Achievement,0.0,"District Writing Prompt -
Met or Exceeded",moving_away,1st-5th:
Irvine Unified School District,english_learner_progress,English Learner Progress & Reclassification,0,19,3,10577385.0,7416711.5,34,27,0,7,0.2059,1,1,0,0.0,"Site English Learner
TOSA Support",273478.0,"LTEL Support-
Language Development
Teachers on Special
Assignment (TOSA)",415111.0,"Summative
ELPAC
LCFF Priority 4:
Student
Achievement",,OVERALL: -2.27%
Capistrano Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,5,3,14869770.0,6143458.0,16,8,1,7,0.4375,1,1,0,0.0,Credit Recovery,587000.0,"Academic Tutoring
and Independent
Study Support",8000.0,"High School Dropout
Rate
DataQuest: Four-Year or
Five-Year Adjusted
Cohort Graduation Rate
and Outcomes >
Adjusted Cohort
Outcome
LCFF Priority 5: Student
Engagement",,Class of 2023 to
Newport-Mesa Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,14,7,15180613.0,8759090.2,1,1,0,0,0.0,0,0,0,0.0,"Advanced Placement
and International
Baccalaureate",118816.0,"Advanced Placement
and SAT Fee Waivers
and Proctoring",35000.0,"Percentage of high school
graduates who have
placed in the “Prepared”
level on the
College/Career Indicator
(CCI)
CA School Dashboard",,
Huntington Beach Union High School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,11,0,11132810.0,8695960.9,0,0,0,0,0.0,0,0,0,0.0,Social-emotional Well-being,98555.0,Wellness,3600549.0,,,
Fullerton Joint Union High School District,data_technology,Data Systems & Instructional Technology,0,4,0,13611241.0,8661748.2,0,0,0,0,0.0,0,0,0,0.0,"Equipment, supplies,
and technology to
improve instruction,
foster technology
literacy, and support
digital instructional
materials platforms.",75000.0,"Educational
Technology; both
hardware and
software to provide
access for all
students to a broad
course of study and
diagnostic
assessments for
accurate student
placement,
intervention, and
monitoring",2210000.0,,,
Ocean View School District,math_proficiency,Math Proficiency,0,7,8,11398493.0,6713130.95,29,21,0,8,0.2759,4,4,0,0.0,"Early Intervention,
Prevention & English
Language Acquisition
Programs",3500148.0,"Academic Supports
(Professional
Development)",3779059.0,"iReady Math: % at At or
Above
All Student Group and
Unduplicated Pupils
Source: iReady Local
Assessment",on_track,-4.5%
Fullerton Joint Union High School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,1,4,3,9036617.0,6423975.05,6,4,0,2,0.3333,2,2,0,0.0,"Staffing to provide
oversight and support
to students to
increase attendance
and graduation rates
as well as to reduce
suspensions and
expulsions.
This action also
addresses the
student groups
identified in ""red"" on
the College Career
Indicator on the
Dashboard including
SWD, EL, Hispanic,
HY, and LI.",3312185.0,"Comprehensive
Health and Safety
Program",3569762.0,"Chronic Absenteeism
Rate",,2023/24
Huntington Beach Union High School District,ela_proficiency,ELA Proficiency & Literacy,0,14,2,11164056.0,8391968.4,0,0,0,0,0.0,0,0,0,0.0,"Safe and Supportive Learning
Environments",2128902.0,"Instructional Technology Tools
and Library/Media Resources to
Enhance Teaching and
Learning",1312428.0,"Early Assessment
Program (EAP)
English Language
Arts
Prepared for
college:
“College-ready”
(SBAC ELA
Achievement Level
4 - Standard
Exceeded)",,
Saddleback Valley Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,16,8,11677801.0,7572147.0,58,52,0,6,0.1034,4,4,0,0.0,"Targeted Program:
Advanced Placement
(AP) and
International
Baccalaureate (IB)
Program",121403.0,"Targeted Program:
College/Career
Readiness
Department",119864.0,"% of pupils that have
successfully completed
CTE pathways
Data source: Additional
Dashboard Reports
LCFF Priority 8:
Outcomes in a Broad
Course of Study",,2023-24 Difference
Newport-Mesa Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,8,4,9570260.0,8255393.4,1,1,0,0,0.0,0,0,0,0.0,"Academic
Interventions
(Secondary Learning
Loss)",3777232.0,"Secondary Academic
Interventions
(Targeted)",1488346.0,"Dropout rates for grades
7-8 and 9-12 students,
based on five-year cohort
CALPADS (7-8)
DataQuest (9-12)",,
Westminster School District,math_proficiency,Math Proficiency,0,2,3,9246816.0,6472771.2,38,24,4,10,0.2632,2,2,0,0.0,Instructional Program,8378569.0,Districtwide Initiatives,868247.0,"Grade 3-8:
* ELA and Math
SBAC Distance
from Standard",,2024 SBAC ELA
Huntington Beach Union High School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,8,3,11014511.0,8093469.7,0,0,0,0,0.0,0,0,0,0.0,"School Connectedness and
Student Voice",3708632.0,"Safe and Supportive Learning
Environments",2128902.0,"LCAP Student
Survey:
Local climate
survey on
connectedness
Students
(Local Indicator)",,
Capistrano Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,10,0,17169690.0,8002796.7,0,0,0,0,0.0,0,0,0,0.0,"Futureology: College
& Career Counseling
Program",1020581.0,"Bilingual School
Counselor",150000.0,,,
Santa Ana Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,4,3,10121474.23,6259504.04,27,20,0,7,0.2593,0,0,0,0.0,"Wrap Around
Services",1874223.91,"Equity Multiplier -
School Culture",12864.0,Chronic Absenteeism,,All: -3.2%
Rowland Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,4,4,6076306.0,5468675.4,14,8,0,6,0.4286,2,2,0,0.0,"Extended Learning
Opportunities",2254892.0,"Aligned, Evidence-
Based Instructional
Systems",2257897.0,"High School Dropout
Rate",,-1.8%
Magnolia School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,14,0,10058299.0,7691539.35,0,0,0,0,0.0,0,0,0,0.0,"After-School
Intervention
Programs",157431.0,"School Multi-Tiered
System of
Supports(MTSS)/Dat
a Dialogue Days",150000.0,,,
Saddleback Valley Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,31,1,11498206.0,7535713.4,10,10,0,0,0.0,0,0,0,0.0,"Intervention System:
Mental Wellness
Counseling Program",680730.0,"Targeted Program:
Supplemental
Secondary
Counseling",1956330.0,"SVUSD Mental Health
Counseling Report
Data source: Aeries SIS
LCFF Priority 6: School
Climate",,2025 Difference
Fullerton Joint Union High School District,family_community_engagement,Family & Community Engagement,0,4,4,6346129.0,5072787.4,11,6,0,5,0.4545,2,2,0,0.0,"Staff dedicated to
increasing EL,
Foster, Low Income,
and Homeless family
engagement and
academic
achievement in the
school community.
This action also
addresses the
student groups
identified in ""red"" on
the College Career
Indicator on the
Dashboard including
SWD, EL, Hispanic,
HY, and LI.",1287144.0,"Services to support
student success and
contribute to building
a climate of support.",654670.0,"Parent participation at
DAC meetings
(average).
Parents of SWD
participation in DAC
meetings
Suspensions on the
2023 Dashboard
Districtwide for SWD,
EL, and HY for BPHS,
LHHS, and LVHS in the
student groups listed
above.",,2023/24
Santa Ana Unified School District,data_technology,Data Systems & Instructional Technology,0,1,0,18125092.93,7250037.17,0,0,0,0,0.0,0,0,0,0.0,"Integrated
Technology",18125092.93,,0.0,,,
Irvine Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,6,2,8223961.0,5174676.6,16,8,2,6,0.375,2,2,0,0.0,Graduation Support,1030000.0,"Summer School-
Targeted/Strategic
Actions",600000.0,"Graduation Rate
Indicator CA
Dashboard
LCFF Priority 5:
Student
Engagement",at_or_above_target,ALL: +1.0% (Blue)
Capistrano Unified School District,family_community_engagement,Family & Community Engagement,0,16,2,16149970.0,6882773.0,4,4,0,0,0.0,0,0,0,0.0,"Family Resource
Center and Parent
Institute for Quality
Education",74100.0,"Teen Parent Program
@ Capistrano Union
HS",112000.0,"Parent Input in Decision
Making
* LCAP Parent Advisory
Committee
* Community Advisory
Committee
* Capistrano Unified
Council of PTSA
(CUCPTSA)
Legislative/Advocacy
Team
* Preschool Advisory
Committee
* District English
Language Advisory
Committee
LCFF Priority 3: Parent
Engagement",,2023-2024 to
Fountain Valley School District,ela_proficiency,ELA Proficiency & Literacy,0,14,3,5992278.0,4120344.8,3,0,1,2,0.6667,1,1,0,0.0,"Provide intervention
for students identified
as performing below
grade level",1272795.0,"Social-emotional
support for
elementary students",935984.0,"CA Dashboard Indicator
reports for FVSD
students and subgroups
in the academic indicator
areas of
ELA and Math",,-6.9 points from
Tustin Unified School District,english_learner_progress,English Learner Progress & Reclassification,2,17,2,10818043.0,5880682.1,12,10,0,2,0.1667,1,1,0,0.0,"5.3 Increase District
and Site Supports
and Services for
Unduplicated
students, English
Learners and
Redesignated
English Learners",1164665.0,"English Learner
Support Site Leads",70000.0,"ELPI and ELPAC
Summative",at_or_above_target,2023 vs 2024 CA
Capistrano Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,10,33,3018000.0,2287685.0,171,0,4,167,0.9766,2,0,2,1.0,"MTSS Attendance
Engagement and
Recognition",5000.0,"Supporting
improvements in
Chronic Absenteeism",0.0,"Shorecliffs Middle
Red/Low Indicator
Student Group within
School:
* English Language Arts:
SWD
* Mathematics: SWD
* Chronic Absenteeism:
MR",off_track,Dashboard 2023 to
Huntington Beach Union High School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,4,4,9443083.0,6773223.1,0,0,0,0,0.0,0,0,0,0.0,"Safe and Supportive Learning
Environments",2128902.0,Wellness,3600549.0,"Attendance rates
(Calculated as
ADA days attended/
days enrolled)",,
Fountain Valley School District,english_learner_progress,English Learner Progress & Reclassification,1,17,2,6397479.0,4435325.7,2,1,0,1,0.5,2,2,0,0.0,"Provide coordinated
services for English
Learners at school
sites",481470.0,"Professional
development for
certificated and
classified staff",140812.0,"Percentage of English
Learners achieving
Overall Level 4 on the
Summative English
Language Proficiency
Assessment for
California (Summative
ELPAC)",on_track,-10% from
Capistrano Unified School District,special_education_inclusion,Special Education & Inclusion,0,5,25,2860292.0,2325339.4,162,20,9,133,0.821,3,0,3,1.0,"Alternative to
Suspension (ATS)
Program",337300.0,"Supporting
underperforming
Students with
Disabilities",0.0,"Shorecliffs Middle
Red/Low Indicator
Student Group within
School:
* English Language Arts:
SWD
* Mathematics: SWD
* Chronic Absenteeism:
MR",off_track,Dashboard 2023 to
Placentia Yorba Linda Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,33,0,9848830.74,6398229.66,0,0,0,0,0.0,0,0,0,0.0,Progress Monitoring,0.0,Targeted Intervention,143816.0,,,
Placentia Yorba Linda Unified School District,english_learner_progress,English Learner Progress & Reclassification,3,41,15,9113332.95,4710450.71,22,20,1,1,0.0455,14,10,4,0.2857,"English Learner
Sections at
Secondary Schools",511848.53,"Training to Support
English Learners",0.0,"Percentage of Long
Term English Learners
scoring Level 4 on
ELPAC Writing",moving_away,Decrease of 10.7%
Irvine Unified School District,family_community_engagement,Family & Community Engagement,0,11,3,4007786.0,2628700.25,22,10,4,8,0.3636,1,0,1,1.0,"Parent Engagement-
Actions to Support All
Students",0.0,"Parent Engagement
Actions-
Strategic/Intensive",5000.0,"School Climate
Survey LCFF
Priority 6:
School Climate
LCFF Priority 3:
Parent
Engagement",moving_away,24%
Magnolia School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,7,5,4986413.0,3812055.0,8,0,3,5,0.625,0,0,0,0.0,"School Positive
Behavioral
Interventions and
Supports (PBIS)",27000.0,"Behavior
Interventionist
Services",1055709.0,"Suspension Rate
(Percentage of students
suspended at least one
day)
(CA School Dashboard
State Indicator)",,(Declined 0.3% in
Fullerton Joint Union High School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,5,0,11472370.0,6098035.6,0,0,0,0,0.0,0,0,0,0.0,"Implement an
enhanced version of
an already successful
District program,
ABC, that will provide
more structure,
support, and
resources including,
daily Tier III wellness
support and wrap-
around services.",834553.0,"Comprehensive
Health and Safety
Program",3569762.0,,,
Savanna Elementary School District,special_education_inclusion,Special Education & Inclusion,0,2,4,6127515.0,5105725.5,9,7,1,1,0.1111,2,2,0,0.0,"Classified Personnel
Special Education
Support",584340.0,"Fully Credentialed
and Highly Qualified
Staff",5543175.0,"SCHOOL SITE DATA
(For only those schools
who scored red on the
2023 CA Dashboard)
Percentage of students
currently receiving
special education
support meeting or
exceeding standards on
the Smarter Balanced
Summative Assessment
in English Language Arts
and math.",at_or_above_target,SWD = 3.63%
Ocean View School District,english_learner_progress,English Learner Progress & Reclassification,0,6,5,7451751.0,4393396.65,7,5,0,2,0.2857,2,2,0,0.0,"Provide Services for
English Learners",35000.0,"Standards-Based
Instructional
Materials, Locally-
Identified
Assessments, and
Professional
Development",57443.0,"English Language
Proficiency Indicator
(ELPI). Percentage of
English learner pupils
who make progress
toward English
Proficiency - School
Source: CA School
Dashboard",at_or_above_target,+30.2%
Placentia Yorba Linda Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,20,9,7366251.05,4211097.52,93,60,4,29,0.3118,2,2,0,0.0,"Attendance
Monitoring",0.0,"School and District
Attendance Review
Teams",183000.0,"Chronic Absenteeism
Rate and CA Dashboard
Indicator",,-16.3%
Buena Park Elementary School District,special_education_inclusion,Special Education & Inclusion,0,27,3,9387487.0,5435989.7,26,26,0,0,0.0,0,0,0,0.0,"Special Education
Support Staff",335285.0,"Special Education
Transportation",331395.0,"Parent Participation for
Students with Disabilities",,
Tustin Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,12,0,7983303.0,5400505.5,0,0,0,0,0.0,0,0,0,0.0,"LREBG Action -
Extended Learning
for Middle School
and High School
Students",172006.0,"1.4 Highly Qualified
Interventionist to
Lead Intervention
Programs and
Strategies",3934109.0,,,
Tustin Unified School District,math_proficiency,Math Proficiency,1,5,5,5930772.0,4063110.75,38,26,0,12,0.3158,3,3,0,0.0,"LREBG Action- Hire
and Train Short Term
Staff to Support
within School Day
Intervention
Programs and
Strategies for
Students
Experiencing
Learning Loss in
Reading or
Mathematics in
Grades TK-5",637753.0,"1.4 Highly Qualified
Interventionist to
Lead Intervention
Programs and
Strategies",3934109.0,STAR Math Assessment,,Spring 2024 vs
Magnolia School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,13,0,7188576.0,5329641.3,0,0,0,0,0.0,0,0,0,0.0,"Social
Worker/Counseling
Services",1320815.0,"Social-Emotional
Learning (SEL)/Anti-
Bullying Programs
and Resources
Partially funded with
Learning Recovery
Emergency Block
Grant (LREBG)
Funds
(Amount
$502,000.00)",526889.0,,,
Rowland Unified School District,ela_proficiency,ELA Proficiency & Literacy,2,10,6,4920691.0,3879404.4,34,21,2,11,0.3235,2,2,0,0.0,"Responsive and
Aligned Professional
Development",1766098.0,"Curriculum and
Materials",349750.0,"STAR Literacy
Assessments
Percent of students who
scored at or above
typical growth (35th
percentile) from Fall to
Winter on the Star Early
Literacy (K-1) or Star
Reading (2-3)
Assessments
Percent of students in
grades K-3 at each
Literacy Classification
level on the Star Early
Literacy (K-1) or Star
Reading (2-3)
Assessment",on_track,K-3 at/above
Huntington Beach Union High School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,12,2,6370291.0,4867811.1,0,0,0,0,0.0,0,0,0,0.0,Progress Monitoring,5356.0,"Multi-Tiered System of Support
(MTSS)",0.0,"LCAP Student
Survey:
Opportunity to
receive tutoring or
intervention
services",,
Ocean View School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,5,0,7342138.0,4781247.45,0,0,0,0,0.0,0,0,0,0.0,"Early Intervention,
Prevention & English
Language Acquisition
Programs",3500148.0,"Academic Supports
(Professional
Development)",3779059.0,,,
La Habra City School District,family_community_engagement,Family & Community Engagement,1,12,8,4522871.0,3559494.3,18,10,2,6,0.3333,7,7,0,0.0,"English Learner
Family Outreach",0.0,"Targeted outreach to
families",0.0,"Family Engagement -
LCAP Survey Self-report",at_or_above_target,-3% do not attend
Saddleback Valley Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,10,4,6148818.0,4129184.0,26,23,0,3,0.1154,0,0,0,0.0,"Intervention System:
Credit Recovery",783529.0,"Intervention System:
Many Routes to
Graduation",0.0,"Middle School & High
School Dropout
Data source: CALPADS
8.1c and Dataquest
Four-Year Adjusted
Cohort Outcome
LCFF Priority 5:
Student Engagement",,2023-24 Difference
Centralia Elementary School District,english_learner_progress,English Learner Progress & Reclassification,1,24,2,8682612.0,4517701.35,6,6,0,0,0.0,2,2,0,0.0,"3.8 Parent Support
Services Translators
(English Learners)",180611.0,"1.3 Textbooks,
Materials, Resources
(Supplemental)",221259.0,"% of English Learner
who made progress
toward English
Proficiency measured by
ELPAC
CA Dashboard (2023,
English Learner
Progress Indicator",at_or_above_target,2024 CA
Newport-Mesa Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,8,5,3490144.0,2232378.1,2,0,0,2,1.0,0,0,0,0.0,"Attendance and
Truancy Prevention
Supports (Targeted)",0.0,"Attendance and
Truancy Prevention",394155.0,"Chronic absenteeism rate
for grades TK-8 students
- Schools and Student
Groups
CA School Dashboard",,(2026-27)
Buena Park Elementary School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,13,0,6305150.0,4372987.4,0,0,0,0,0.0,0,0,0,0.0,"Learning Recovery -
Tier 3 Reading
Intervention",1558973.0,Tier 2 Intervention,636815.0,,,
Placentia Yorba Linda Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,11,13,4202999.94,2731449.96,22,9,0,13,0.5909,3,3,0,0.0,"Districtwide Positive
Behavior
Interventions and
Supports",10000.0,"Behavioral
Intervention and
Support",3274497.78,"Suspension Rate and
CA Dashboard Indicator",,Brookhaven = -5%
Magnolia School District,data_technology,Data Systems & Instructional Technology,0,5,0,5526191.0,4138195.15,0,0,0,0,0.0,0,0,0,0.0,"Classroom
Presentation
Technology and
Other Digital Tools
and Resources",643838.0,"Student Devices and
Peripherals/Network",1000000.0,,,
Saddleback Valley Unified School District,math_proficiency,Math Proficiency,0,28,5,5755149.0,3767195.5,42,38,0,4,0.0952,1,1,0,0.0,"Additional Sections:
Math",0.0,"Robust Professional
Development:
Elementary PLC
Support Teams",1750248.0,"Smarter Balanced
Summative Assessment
for Mathematics Grade
11th
LCFF Priority 4: Student
Achievement",,2024 Difference
Lowell Joint School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,10,0,9656232.0,4101557.1,0,0,0,0,0.0,0,0,0,0.0,"Counseling and
Resource
Enhancement
(CARE)",2041788.0,"Mentoring and
Counseling",0.0,,,
Saddleback Valley Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,25,3,3574115.0,2415982.7,42,12,1,29,0.6905,1,1,0,0.0,"Intervention System:
School Climate
Assessment and
Progress Monitoring",61597.0,"Robust Professional
Development
Program:
Community
Circles/Restorative
Practices",0.0,"SVUSD Office Discipline
Referral (ODR)
Data source:
eduCLIMBER
LCFF Priority 6: School
Climate",at_or_above_target,2025 Difference
Placentia Yorba Linda Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,18,0,7005513.95,3971501.06,0,0,0,0,0.0,0,0,0,0.0,"Mental Health
Support and
Resources for
Students and
Families at
Secondary Sites",2992791.83,"Mental Health
Support",750511.84,,,
Laguna Beach Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,6,5,4808384.0,3958852.7,6,6,0,0,0.0,4,4,0,0.0,"Career Readiness
Programs",1143223.0,"College-Based
Programs, Services,
and Counseling",212700.0,"College and Career
Indicator (CCI)",,All students: 4.1%
Placentia Yorba Linda Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,10,9,5159986.56,3797984.08,25,24,0,1,0.04,2,2,0,0.0,College and Career,0.0,"College and Career
Technicians",478133.73,A-G Completion Rate,on_track,0.2%
La Habra City School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,16,0,4832213.0,3789087.1,0,0,0,0,0.0,0,0,0,0.0,School Counselors,1072526.0,"Student Physical
Wellness Linked to
Achievement",1364980.0,,,
"Anaheim Elementary School District - Anaheim, CA",chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,4,5352483.0,3250851.35,69,59,0,10,0.1449,1,1,0,0.0,Attendance Boost Program,198000.0,"Attendance Liaison
Initiative: Strengthening
Student Engagement and
Support",400769.0,"Chronic Absenteeism-
Schools and Student
Groups
Decrease
student Chronic
Absenteeism rate by 3%
annually.
Data Source: California
Schools Dashboard",,2023-24
Huntington Beach City School District,english_learner_progress,English Learner Progress & Reclassification,2,14,4,5227116.0,2469740.3,5,5,0,0,0.0,2,1,1,0.5,"Professional
Development in EL
and LTEL Strategies",1000.0,"Bilingual Instructional
Assistant Support",13095.0,"Reclassification Rate-
District
source: local data",off_track,decline of 4%
Brea Olinda Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",2,21,2,4996849.0,1846295.7,7,0,0,7,1.0,0,0,0,0.0,"PBIS Tier I and Tier II
Supports",50000.0,Behavior Specialists,170464.0,Suspension Rate,,consistent (a 0.1%
Saddleback Valley Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,7,2,1892601.0,1301973.9,34,12,0,22,0.6471,1,0,1,1.0,"Intervention System:
Attendance",0.0,"Intervention System:
Mental Wellness
Counseling Program",680730.0,"CA Dashboard - Chronic
Absenteeism Indicator
LCFF Priority 5:
Student Engagement (Gr
K-8)",moving_away,2024 Difference
Lowell Joint School District,english_learner_progress,English Learner Progress & Reclassification,0,18,2,5012528.0,2567166.5,6,4,0,2,0.3333,0,0,0,0.0,"Progress Monitoring
and Support of
English Learners",182769.0,"ELD, Reading
Intervention, Spanish
Elective, and AP
Spanish Language at
Rancho",74375.0,"California School
Dashboard
English Learner
Progress Indicator
(ELPI)
ELPAC Data",,+6.9 percentage
Newport-Mesa Unified School District,english_learner_progress,English Learner Progress & Reclassification,0,17,2,8358586.0,3285882.0,1,1,0,0,0.0,0,0,0,0.0,"English Learner
Program Advisory
Committees and
District
Parent/Family
Education for
Multilingual Learners",213664.0,"English Learner
Program Staffing,
Non-Staffing, and
Professional
Development",1250362.0,"Percentage of English
learners making progress
in English proficiency on
English Language
Proficiency Assessments
for California (ELPAC)
CA School Dashboard -
ELPI",,
Magnolia School District,family_community_engagement,Family & Community Engagement,1,9,6,4373384.0,2905946.45,16,12,2,2,0.125,2,2,0,0.0,"Bilingual Parent
Involvement Liaisons
(Spanish and
Vietnamese)",567998.0,"Parent Involvement
Programs",37000.0,"Parent Advisory Council
Meetings -- Agendas
and Minutes
(Number of council
meetings)",,[Minimum 40
Centralia Elementary School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,5,1,2487128.0,1631739.1,1,1,0,0,0.0,1,0,1,1.0,"3.2 Social Worker/
MTSS Counselor
(Foster Youth,
Homeless)",482261.0,"1.5 Instructional
Intervention Materials",45000.0,"Programs and services
developed and provided
to unduplicated pupils
and students with
exceptional needs
Local data
Special Programs
Enrollment (Intervention
Program)",off_track,100%.
Magnolia School District,special_education_inclusion,Special Education & Inclusion,0,7,2,4696064.0,3250463.6,9,9,0,0,0.0,2,2,0,0.0,"Special Education
Coordinator",310456.0,"Instructional Support
Services:
Instructional
Practices Coaches
(IPCs), Student
Achievement
Teachers (SATs),
Science, Technology,
Engineering, Arts,
and Mathematics
(STEAM) Teachers
Partially funded with
Learning Recovery
Emergency Block
Grant (LREBG)
Funds
(Amount
$485,000.00)",2161330.0,"California Assessment of
Student Performance
and Progress (CAASPP)
English Language Arts
(ELA)
District Results
(Percentage of met or
exceeded standard and
Performance Level)
Source: CA Department
of Education(caaspp-
elpac.ets.org)",on_track,Declined 0.8% on
Buena Park Elementary School District,english_learner_progress,English Learner Progress & Reclassification,0,20,2,6174280.0,3208156.05,2,2,0,0,0.0,0,0,0,0.0,"ELD Supplemental
Materials",10000.0,"Continuum of Mental
Health Support Staff",1222761.0,"ELPAC
Source: DataQuest",,Declined 3.6%
Centralia Elementary School District,ela_proficiency,ELA Proficiency & Literacy,0,7,1,3431072.0,1548209.9,5,4,1,0,0.0,1,0,1,1.0,"1.6 Supplemental
Programs",595632.0,"2.1 Reduce Class
Size",1018529.0,"ELA Data
CAASPP ELA
CA Dashboard (2023)
iReady local indicator",off_track,2024 CAASPP
Irvine Unified School District,data_technology,Data Systems & Instructional Technology,0,9,0,3790432.0,3053977.2,0,0,0,0,0.0,0,0,0,0.0,"Educational Technology
(Ed Tech) Support-
Actions to Support All
Students",465588.0,"Student Online Progress
Monitoring Platform-
Targeted Actions",73500.0,,,
Savanna Elementary School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,6,0,4661941.0,3032761.65,0,0,0,0,0.0,0,0,0,0.0,After School Program,2750201.0,"Positive Behavioral
Interventions and
Supports",5000.0,,,
Tustin Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,11,1,3695173.0,2327163.7,7,5,0,2,0.2857,0,0,0,0.0,Full Time Counselor,176453.0,"2.3 Increased
Counselors and
Behaviors Supports",569650.0,"Student Wellness
Service Data",,23-24 vs 24-25
Fountain Valley School District,special_education_inclusion,Special Education & Inclusion,0,2,0,3319358.0,2987422.2,0,0,0,0,0.0,0,0,0,0.0,"Provide coordinated
support for Students
with Disabilities at
school sites that
maximize
opportunities for
inclusion in general
education settings.",2906164.0,"Improve access to
technology to support
student achievement",413194.0,,,
Brea Olinda Unified School District,ela_proficiency,ELA Proficiency & Literacy,0,20,2,2307721.0,1442680.75,15,14,0,1,0.0667,2,0,2,1.0,"Fountas and Pinnell
Reading Intervention
System",50000.0,"Sonday Reading
Intervention System",25000.0,"Percentage of students
at or above grade level
(Grades K-8) as
measured by iReady
Reading and Math
diagnostics and/or
meeting or exceeding
the standard (Grades 3-
12) as measured by
CAASPP ELA and Math.",off_track,The 2024-2025
Rowland Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,4,4,2127285.0,1875783.9,7,3,0,4,0.5714,2,2,0,0.0,"Systems to Support
Student Attendance",27417.0,Health Services,1906005.0,"Chronic Absenteeism
Rate
Percent of students in
grades TK-3 who are
Chronically Absent",,TK-3 Chronic
Newport-Mesa Unified School District,family_community_engagement,Family & Community Engagement,0,21,3,4592362.0,2814240.8,1,1,0,0,0.0,0,0,0,0.0,"English Learner
Program Advisory
Committees and
District
Parent/Family
Education for
Multilingual Learners",213664.0,"General
Parent/Family
Communication",214839.0,"Percentage of the
following district and site
committees convening at
least quarterly, as
documented by
committee and district
records and school
calendars: District English
Language Advisory
Committee (DELAC),
Community Advisory
Committee (CAC),
Superintendent’s Parent
Advisory Council (SPAC),
site English Language
Advisory Committees
(ELACs), and School Site
Councils (SSCs). These
committees provide input
and involve parents/
families in decision-
making.",,
La Habra City School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,7,2,1545253.0,1293808.5,7,6,0,1,0.1429,2,0,2,1.0,Suspension Rates,0.0,"Professional
Learning
Opportunities",420426.0,District Suspension Rate,off_track,-0.5% for all
