district_name,area_key,area_label,goal_count,action_count,metric_count,action_dollars,externalizable_dollars,movement_points,movement_improving,movement_flat,movement_worsening,movement_negative_share,pace_metrics,pace_positive,pace_negative,pace_negative_share,top_action_1,top_action_1_dollars,top_action_2,top_action_2_dollars,metric_example_1,metric_example_1_status,metric_example_1_diff
Evergreen Elementary School District Board of Trustees,special_education_inclusion,Special Education & Inclusion,0,11,2,2850893.0,1580934.9,16,6,1,9,0.5625,1,1,0,0.0,"Special Education
Strategic Plan",105000.0,Teacher Support,750827.0,"Priority 5.B: Pupil
Engagement
(Engagement)
Percentage of students
who were chronically
absent: all students,
English learners (EL),
low income (LI), students
with disabilities (SWD),
African American,
Hispanic, Pacific",at_or_above_target,0.09%
Mountain View Whisman School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,9,0,2871752.0,2390030.6,0,0,0,0,0.0,0,0,0,0.0,"Student Social
Emotional Health -
Counselors",1859366.0,Wellness Center,0.0,,,
Saratoga Union School District,english_learner_progress,English Learner Progress & Reclassification,0,9,5,1982495.0,1321315.75,5,2,2,1,0.2,5,2,3,0.6,"Extended time for
students performing
below grade level
and English learners",174832.0,"Extended time for
students performing
below grade level and
English learners",174832.0,"Priority 2:
Implementation of State
Standards
How the programs and
services will enable
English learners to
access the Common
Core State Standards
and the ELD standards
for purposes of gaining
academic content
knowledge and English
language proficiency
Source: Local English
learner data base and
local summer school
roster",moving_away,+7%
Santa Clara Unified School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",1,5,0,3165323.0,2378155.95,0,0,0,0,0.0,0,0,0,0.0,"Provide professional
learning and
instructional coaching
to enhance
certificated teacher,
classified staff and
site administrator
capacity to improve
student learning,
achievement in
literacy and
mathematics and
graduation rates, with
a focus on English
learners,
Hispanic/Latino
students, foster and
homeless youth, low
income students and",692360.0,"Provide professional
learning and instructional
coaching to enhance
certificated teacher,
classified staff and site
administrator capacity to
improve student
learning, achievement in
literacy and mathematics
and graduation rates,
with a focus on English
learners, Hispanic/Latino
students, foster and
homeless youth, low
income students and
students with disabilities.",692360.0,,,
Fremont Union High School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,2,6,2,2544103.64,1572023.16,14,6,1,7,0.5,0,0,0,0.0,Attendance,376674.0,Campus Climate,1454925.68,"Decrease chronic
absenteeism.",,+17.8%
East Side Union High School District,english_learner_progress,English Learner Progress & Reclassification,3,8,1,5962944.0,2351177.6,1,1,0,0,0.0,0,0,0,0.0,"English Learner program management, prog",170000.0,"English Learner program management, progress
monitoring, and teacher support",170000.0,"English Language
Learner Progress
as measured by
the CA
Dashboard ELPI
Indicator",,of the 2026-27
Los Gatos-Saratoga Union High School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,8,0,3442164.0,2350476.6,0,0,0,0,0.0,0,0,0,0.0,"Multi-Tiered System
of Supports (MTSS)",27000.0,"Academic
Interventions
(Contributing)",1246400.0,,,
Cambrian School District,english_learner_progress,English Learner Progress & Reclassification,0,11,2,2681117.0,1877750.4,8,6,0,2,0.25,1,1,0,0.0,"Supporting English
Learners with
Language Line
Interpreting and
Translation Services
& Parent Education",110000.0,"Provision of
Instructional
Specialists",751350.0,"CA School Dashboard
English Learner
Progress Indicator
(ELPI): Percentage of
Current ELs Who
Progressed at Least One
ELPI Level & Maintained
ELPI Level 4 by School
Site",at_or_above_target,10.7
Oak Grove School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,8,0,4940879.0,2274663.2,0,0,0,0,0.0,0,0,0,0.0,"Mental Health and
Socioemotional
Counseling Services",896778.0,"Mental Health and
Socioemotional Counseling
Services",836190.0,,,
Mountain View Whisman School District,family_community_engagement,Family & Community Engagement,0,12,8,2085243.0,1202505.35,26,24,0,2,0.0769,5,1,4,0.8,"Parent Engagement -
Parent University",5000.0,"Parent
Communication",0.0,"The percentage of
parents who agreed or
strongly agree that
students social
emotional needs were
met on the
LCAP/Climate Survey.",moving_away,Spring 2025: -10
Saratoga Union School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,5,2,2412964.0,1695277.0,7,5,0,2,0.2857,1,1,0,0.0,Restorative Practices,8000.0,"Promote positive
behaviors",2315953.0,"Other local measures,
including surveys of
pupils, parents, and
teachers on the sense of
safety and school
connectedness
Source: KELVIN and
CHKS survey tools",at_or_above_target,+5%
Gilroy Unified School District,data_technology,Data Systems & Instructional Technology,0,6,0,3196694.0,2162314.7,0,0,0,0,0.0,0,0,0,0.0,"1.2 Educational
Technology
Integration",752711.0,"Instructional
Technology for
Differentiated
Instruction",1000.0,,,
Mt. Pleasant Elementary School District (MPESD),mtss_intervention,"MTSS, Tutoring & Targeted Intervention",1,9,0,3204599.0,2160170.6,0,0,0,0,0.0,0,0,0,0.0,"Extended Learning
Support Beyond the
Regular School Day",1900000.0,"Intervention Support
During the School
Day",345717.0,,,
Mountain View Whisman School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,7,0,2407513.0,2056084.3,0,0,0,0,0.0,0,0,0,0.0,"Student Social
Emotional Health -
Counselors",1859366.0,"English Language
Learners - Newcomer
Students",537027.0,,,
Mt. Pleasant Elementary School District (MPESD),school_climate_suspension,"School Climate, Behavior & Suspension",0,10,1,1215478.0,699755.55,11,1,0,10,0.9091,1,0,1,1.0,Improve School Climate,112000.0,Improve School Climate,64393.0,"CA Dashboard -
Suspension Data",off_track,district by 0.5%
Evergreen Elementary School District Board of Trustees,math_proficiency,Math Proficiency,0,7,4,1618327.0,1255544.3,38,24,0,14,0.3684,4,3,1,0.25,Teacher Support,750827.0,"Professional
Development",497500.0,"Language Arts (ELA)
and Math assessments
and the California
Science Test (CAST);
California Alternate
Assessments (ELA,
Math, Science)
(Source: Test Results for
California's
Assessments)",moving_away,ELA: -2.89%
Berryessa Union Elementary School District,math_proficiency,Math Proficiency,0,13,2,3142316.11,2017492.41,0,0,0,0,0.0,0,0,0,0.0,"English Language
Development (ELD)
& Math Instructional
Coach",222596.0,"Math - SVMI
(Contract to support
Middle School &
Principal PD)",50000.0,"Mathematics - District
Benchmark (End of
Second trimester for
elementary schools; End
of First semester for
Middle Schools)",,
Los Gatos Union Elementary School District,ela_proficiency,ELA Proficiency & Literacy,0,5,5,1917324.0,1009417.4,17,12,0,5,0.2941,3,1,2,0.6667,"Literacy universal
screening",25000.0,"Literacy professional
development",663608.0,"Percent of students
performing at or above
standard on the Smarter
Balance ELA and Math
assessments and the
California Science Test
(CAST)",moving_away,ELA: -0.3%
Morgan Hill Unified School District,special_education_inclusion,Special Education & Inclusion,2,12,17,1478402.23,992229.96,72,53,1,18,0.25,12,4,8,0.6667,"Preschool Inclusion Staff
- Provide staff with
specialized training to
implement strategies to
promote socialization,
communication, and skill
development while
ensuring that children
with disabilities or
special needs have
equitable access to
educational opportunities
alongside their typically
developing peers.
(Special Education
Study)",238000.0,"Classified Inclusion Staff
- Provide specialized
staff to ensure that
students receive
appropriate
accommodations and
support to participate
fully in the general
education curriculum to
improve outcomes for
English Learners, Foster
Youth,
Socioeconomically
Disadvantaged students
dually identified as
Students with
Disabilities. (CA School
Dashboard - Academics,
Special Education
Study)",55950.0,"Pupil Achievement:
SWD iReady Math
Assessment: Grades K-8
(iReady Assessment)",moving_away,2024-25
Franklin-McKinley Elementary School District,ela_proficiency,ELA Proficiency & Literacy,1,9,6,2388779.0,1879752.1,0,0,0,0,0.0,0,0,0,0.0,"Teaching and
Learning: PK-8
Continuum of Core
Instruction (SCG)",167326.0,"Teaching and
Learning:
Core and
Supplemental,
Instructional
Materials &
Resources",429315.0,"Student Achievement:
Priority 4.A
Percent of students in
grades 3-8 who met or
exceed standard in ELA
Data Source: California
Assessment of Student
Performance and
Progress (CAASPP)",,
Franklin-McKinley Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,5,0,2149540.0,1724046.75,0,0,0,0,0.0,0,0,0,0.0,"Supporting the Whole
Child: Coordinated
Services",0.0,"Safe and Supportive
Schools: Students in
Foster Care and
Students
Experiencing
Homelessness
(SCG)",1303583.0,,,
Los Altos Elementary School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,5,1,1860065.0,1139371.85,2,1,0,1,0.5,1,1,0,0.0,"SOCIAL
EMOTIONAL",302278.0,"STUDENT
ATTENDANCE",109113.0,"EXTENDED LEARNING
OPPORTUNITIES
Extent to which students
have access to, and are
enrolled in, programs
and services developed
and provided to low
income, English learner
and foster youth (Priority
7B)
% invited
% participating",at_or_above_target,100% of eligible
Los Altos Elementary School District,ela_proficiency,ELA Proficiency & Literacy,2,3,1,3989256.0,1697346.8,1,0,1,0,0.0,0,0,0,0.0,"EMPLOYEE
RELATIONS",461053.0,"BROAD COURSE
OF STUDY",3481034.0,"EMPLOYEE
RELATIONS",,0 grievances file
Palo Alto Unified School District,english_learner_progress,English Learner Progress & Reclassification,0,3,5,3155810.0,673192.8,10,5,0,5,0.5,2,0,2,1.0,English Learners,2440763.0,"Professional
Learning: EL support",594959.0,"P4.A Percentage of third
grade students in the
following groups that
meet or exceed standard
on SBAC English
Language Arts (ELA):
English Learners,
Hispanic, SED,
Hispanic & SED, SWD
Source: CAASPP
website",moving_away,10.8%
Saratoga Union School District,data_technology,Data Systems & Instructional Technology,0,6,0,2455773.0,1671081.05,0,0,0,0,0.0,0,0,0,0.0,"Provide opportunities
to students for
innovation in
technology, music,
garden, and arts.",1943343.0,Digital Communication,36302.0,,,
Palo Alto Unified School District,special_education_inclusion,Special Education & Inclusion,0,5,6,2181938.0,955581.8,17,10,0,7,0.4118,3,2,1,0.3333,"Parent participation--
SWD",183531.0,"Middle school
mathematics",248316.0,"P4.A Percentage of third
grade students in the
following groups that
meet or exceed standard
on SBAC English
Language Arts (ELA):
English Learners,
Hispanic, SED,
Hispanic & SED, SWD
Source: CAASPP
website",moving_away,10.8%
Los Gatos Union Elementary School District,family_community_engagement,Family & Community Engagement,0,8,4,1963320.0,1083051.0,2,1,0,1,0.5,1,1,0,0.0,DELAC meetings,1500.0,"Provide parent
education
opportunities through
workshops and
services",20000.0,"Priority 3B:
Number of parent/
guardian attendees at
DELAC meetings",,-4
Franklin-McKinley Elementary School District,data_technology,Data Systems & Instructional Technology,0,5,0,2383775.0,1608602.35,0,0,0,0,0.0,0,0,0,0.0,"Teaching and
Learning:
Technology Access
(SCG)",631888.0,"Teaching and Learning:
Technology Access
(SCG)",631888.0,,,
Berryessa Union Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,11,2,2675260.83,1603381.41,0,0,0,0,0.0,0,0,0,0.0,"Coordinator of
Student Services
position",249650.0,"Parent
Communication -
Translators",231795.0,"Chronic Absenteeism
Rates (district-wide)",,
Cambrian School District,ela_proficiency,ELA Proficiency & Literacy,1,7,3,1310937.0,970455.9,11,7,1,3,0.2727,3,2,1,0.3333,"Provision of
Instructional
Specialists",751350.0,"Targeted Expanded
Educational
Resources and
Digital Learning for
UPP",140000.0,"Percentage of Students
Performing ""On/Above""
or ""Low Risk"" at grade-
level standards on the
CSD Fastbridge
aReading Benchmark",off_track,All Students: +0.5
Cupertino Union Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,10,1,2216473.0,1553408.15,2,2,0,0,0.0,0,0,0,0.0,"Counseling/Mental
Health",1044982.0,"Social-Emotional
Learning (SEL) TK-5
and 6-8; CHKS
survey tools to
measure needs and
progress",3500.0,"Counseling: Access to
Mental Health Support at
the school site",,+.05 FTE for
Union Elementary School District,mental_health_wellness,"Mental Health, SEL & Wellness",2,5,0,2548798.0,1541526.35,0,0,0,0,0.0,0,0,0,0.0,"Mental Health and
Counseling Support",2342010.0,"District Wellness
Coordinator",29814.0,,,
Campbell Union High School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",1,7,3,1081386.0,915650.9,25,8,0,17,0.68,3,3,0,0.0,"Credit Recovery
Classes and Tutoring",61193.0,Credit Recovery,904000.0,"State Priority 5E. Cohort
graduation rate",at_or_above_target,Overall: +0.5%
Fremont Union High School District,special_education_inclusion,Special Education & Inclusion,1,5,6,1524554.32,816439.62,29,22,0,7,0.2414,5,2,3,0.6,"Access to General
Education",175119.52,"Career Technical
Education",835828.0,"By student group,
increase to 100% the
percentage of students
who meet standard
(level 3, level 4) on the
California Assessment of
Student Performance
and Progress
(CAASPP).",off_track,+20%/+13.1%
Los Gatos-Saratoga Union High School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",0,3,2,1300400.0,906230.0,13,5,0,8,0.6154,1,1,0,0.0,"Academic
Interventions
(Contributing)",1246400.0,Articulation,27000.0,"High school graduation
rate
Source: DataQuest
Four-Year Adjusted
Cohort Graduate Rate
report
(Required Metric, State
Priority 5)",on_track,Year 1
Mt. Pleasant Elementary School District (MPESD),special_education_inclusion,Special Education & Inclusion,0,5,1,1134253.0,710697.9,24,22,1,1,0.0417,1,0,1,1.0,"Intervention Support
During the School
Day",345717.0,"Prepare Students for
College and Career
Readiness",383475.0,"CAASPP Results for
English Language Arts,
Mathematics, and
Science",off_track,30% standard met
Los Altos Elementary School District,math_proficiency,Math Proficiency,0,1,0,3481034.0,1392413.6,0,0,0,0,0.0,0,0,0,0.0,"BROAD COURSE
OF STUDY",3481034.0,,0.0,,,
Morgan Hill Unified School District,data_technology,Data Systems & Instructional Technology,0,10,0,1965061.81,1388890.55,0,0,0,0,0.0,0,0,0,0.0,"School Device Digital
Security - Ensure
student digital safety
and equitable access
to digital instructional
resources at all
school sites to
improve outcomes for
English Learners,
Foster Youth, and
Socioeconomically",128375.0,"School Device Digital
Security - Ensure
student digital safety and
equitable access to
digital instructional
resources at all school
sites to improve
outcomes for English
Learners, Foster Youth,
and Socioeconomically
Disadvantaged students.",128375.0,,,
Mt. Pleasant Elementary School District (MPESD),family_community_engagement,Family & Community Engagement,0,7,1,1136920.0,685445.7,16,15,1,0,0.0,1,0,1,1.0,Parent Engagement,14000.0,Parent Engagement,193847.0,"Student, Staff, and
Parent (LCAP) Survey",moving_away,2023-24 to 2024-
Cambrian School District,special_education_inclusion,Special Education & Inclusion,0,4,2,1451470.0,1016029.0,10,7,0,3,0.3,2,2,0,0.0,"Provision of
Instructional
Specialists",751350.0,"Supplemental
Targeted Instruction
& Intervention",670120.0,"Percentage of Students
Performing Met/Exceed
Standard on the
CAASPP ELA
Assessment",at_or_above_target,All Students: -2.0
East Side Union High School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,6,1,1628600.0,1055015.0,9,7,0,2,0.2222,1,1,0,0.0,"Positive school climate initiatives, support and
interventions",234300.0,"Positive school climate initiatives, support an",234300.0,"Suspension Rate
Status and Change
as measured by the
CA Dashboard
SED =
Socioeconomically
Disadvantaged",on_track,2025-26 Update
Union Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,7,1,570958.0,458098.1,4,1,0,3,0.75,1,0,1,1.0,Behavior Support,331208.0,"Increase students
sense of belonging
on campus and in
their community",0.0,Pupil Suspension Rate,moving_away,All students: 0.3%
Franklin-McKinley Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,1,1428722.0,1254565.05,0,0,0,0,0.0,0,0,0,0.0,"Resource
Management:
Systems to Monitor
Student Achievement
(SCG)",125139.0,"Safe and Supportive
Schools: Students in
Foster Care and
Students
Experiencing
Homelessness
(SCG)",1303583.0,"Student Engagement:
Priority 5.A
District average daily
attendance rate
Data Source: A2A",,
Los Gatos-Saratoga Union High School District,english_learner_progress,English Learner Progress & Reclassification,0,1,6,1246400.0,872480.0,22,13,0,9,0.4091,3,3,0,0.0,"Academic
Interventions
(Contributing)",1246400.0,,0.0,"Percentage of students
meeting or exceeding
standard in Mathematics
on the Smarter Balanced
Summative Assessment
Source: California
Department of
Education, Test Results
for California's
Assessments (caaspp-
elpac.ets.org)
(Required Metric, State
Priority 4)",on_track,Year 1
Cupertino Union Elementary School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,3,2,1147171.0,683193.15,14,3,0,11,0.7857,1,1,0,0.0,"Attendance
Messaging, Protocols
and Site Teams",0.0,"Counseling/Mental
Health",1044982.0,"Chronic Absenteeism
Rate: Percentage of
students who were
chronically absent
Data Sources: District
Attendance Dashboard
Year to Date; CA
Dashboard",,All Students -1%
East Side Union High School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",2,1,3,730000.0,657000.0,20,17,0,3,0.15,3,1,2,0.6667,Edgenuity online Credit Recovery,730000.0,,0.0,"Graduation Rate
Status and Change
as measured by the
CA Dashboard
SED=Socioeconomically
Disadvantaged",off_track,2025-26 Update
Palo Alto Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,2,1,1487602.0,595040.8,3,3,0,0,0.0,1,0,1,1.0,"Behavior &
suspension",743801.0,Behavior & suspension,743801.0,"P6.C Percentage of
students responding
favorably to a question
about a sense of
belonging at school
Source: Panorama
grades 6-12 survey",off_track,All students +3.0%
Campbell Union High School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,5,1,2778211.0,1159199.65,1,1,0,0,0.0,0,0,0,0.0,"Supports for
Socioemotional and
Mental Health",1183505.0,"Additional School
Counselors",1477020.0,"Student awareness of
mental health supports
including mental health
staff. Source: Annual
climate survey",,14%
Mt. Pleasant Elementary School District (MPESD),chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,6,2,810149.0,495433.55,11,1,1,9,0.8182,2,1,1,0.5,"Improve Student
Engagement and
Attendance",40000.0,"Prepare Students for
College and Career
Readiness",383475.0,Attendance Rate,off_track,0%
Union Elementary School District,special_education_inclusion,Special Education & Inclusion,1,9,1,1683082.0,1125259.65,1,1,0,0,0.0,0,0,0,0.0,"English Learner and
Special Education
Support",351267.0,"Elementary School
Interventions",667039.0,"Extent to which pupils
have access to and are
enrolled in: programs
and services developed
and provided to
individuals with
exceptional needs",,6.25%
East Side Union High School District,family_community_engagement,Family & Community Engagement,1,8,0,2805500.0,1122200.0,0,0,0,0,0.0,0,0,0,0.0,Family Engagement and Communication,2003286.0,Family and Community Engagement,164307.0,,,
Los Gatos Union Elementary School District,math_proficiency,Math Proficiency,0,3,4,1292338.0,567152.2,16,12,0,4,0.25,3,1,2,0.6667,"Elementary literacy
and math Specialists",613608.0,"Elementary literacy and
math Specialists",613608.0,"Percent of students
performing at or above
standard on the Smarter
Balance ELA and Math
assessments and the
California Science Test
(CAST)",moving_away,ELA: -0.3%
Union Elementary School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,9,1,1588596.0,1086015.25,1,0,1,0,0.0,1,1,0,0.0,"Elementary School
Interventions",667039.0,"Middle School
Interventions",206262.0,"Monitoring of English
Language Development,
English Language Arts,
and ELD interventions at
the Elementary and
Middle School sites",at_or_above_target,0%
Santa Clara Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",2,12,11,922428.0,533051.5,57,33,1,23,0.4035,8,3,5,0.625,"Invest in expansion of
inclusive practices in
order to improve access
to rigorous,
college/career readiness
courses especially for
students with disabilities
and unhoused youth, to
address areas of focus
for Differentiated
Assistance.",234471.0,"Provide increased
coordination and
support for the
college and career
readiness program
and services.
REVISED ACTION
Develop and/or
strengthen culturally-
relevant curriculum
that supports English
language, academic
literacy,
mathematical,
research and",30000.0,"Percent of New Valley
students enrolled in a
CTE Pathway.(Action
4.1)",moving_away,Overall = -22.3%.
Cambrian School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,17,0,1952755.0,1064849.0,0,0,0,0,0.0,0,0,0,0.0,"Comprehensive
Counseling and",422000.0,"Comprehensive
Counseling and Mental
Health Support",422000.0,,,
Oak Grove School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,4,0,1639258.0,1061373.4,0,0,0,0,0.0,0,0,0,0.0,"Communication and
Outreach Directed
Towards Families of
Foster Youth, Homeless
Youth, English Learners
and Socioeconomically
Disadvantaged Students",583501.0,"Communication and
Outreach Directed Towards
Families of Foster Youth,
Homeless Youth, English
Learners and",583501.0,,,
Campbell Union High School District,family_community_engagement,Family & Community Engagement,1,9,7,1721226.0,628553.4,16,9,2,5,0.3125,6,4,2,0.3333,"Family Engagement
and Tutoring",69812.0,"Family Engagement
and Educational
Events",91000.0,"State Priority 3A.
Percent of parents who
participate in the parent
survey. Source: WestEd
CalSCHLS Parent
Survey",moving_away,-17%
Palo Alto Unified School District,family_community_engagement,Family & Community Engagement,0,4,3,1922985.0,1013658.75,2,2,0,0,0.0,1,1,0,0.0,"Parental
participation--
unduplicated pupils",560529.0,"Parent participation--
SWD",183531.0,"P3.A Percentage of
parents that agree or
strongly agree with the
following statement:
""School actively seeks
the input of parents
before
making important
decisions.""
Source: CALSCHLS
CSPS Survey",,
Berryessa Union Elementary School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,14,0,1383590.24,995706.16,0,0,0,0,0.0,0,0,0,0.0,"Summer School -
English Learners,
Elevate Math &
Computer Science",144962.0,"Positive Behavior
Intervention Systems",133055.0,,,
Cambrian School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,6,2,1109524.0,735123.3,6,3,1,2,0.3333,2,2,0,0.0,"Enhancing Student
Attendance through
A2A Implementation",0.0,"Enrollment/Engagem
ent & Support
Specialist for
Improving
Attendance",59087.0,"CA Dashboard: Chronic
Absenteeism Rate",on_track,All Students: -3.2
Cupertino Union Elementary School District,data_technology,Data Systems & Instructional Technology,0,4,0,1362131.0,941167.9,0,0,0,0,0.0,0,0,0,0.0,Technology Devices,800000.0,"Digital Tools to
Support Personalized
Learning",412000.0,,,
East Side Union High School District,special_education_inclusion,Special Education & Inclusion,1,2,4,4645506.0,933101.2,4,4,0,0,0.0,0,0,0,0.0,"Support for teachers in meeting the needs of
Students with Disabilities provided by Education
Specialist Teacher on Special Assignment",4625506.0,"Placement of Students with Disabilities in Least
Restrictive Environment (LRE)",20000.0,"CAASPP Math
scores >=3 (% of
students meeting
and Exceeding
Standard)",,of the 2026-27
Orchard School District,math_proficiency,Math Proficiency,1,6,3,763000.0,412400.0,20,13,2,5,0.25,1,0,1,1.0,"ELA and Math
curriculum, resources
and tools to support
EL middle school and
elementary
programming in
Kinder through 8th
grade",14000.0,"ELA and Math
curriculum, resources
and tools to support EL
middle school and
elementary programming
in Kinder through 8th
grade",14000.0,"Percent of students
performing at or above
standard on the Smarter
Balance ELA and Math
assessments and the
California Science Test
(CAST)",moving_away,(2023-24)
Cambrian School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,8,3,607093.0,407965.1,7,2,1,4,0.5714,3,1,2,0.6667,"Enhancing General
Education Behavior
Support & Sustaining
PBIS",98000.0,"Enhance SEL Support,
School Climate, and
Extended Day Programs
at Price Middle School",0.0,"CA Dashboard:
Suspension Rate",moving_away,All Students: -0.4
Union Elementary School District,ela_proficiency,ELA Proficiency & Literacy,0,5,2,1215227.0,806993.85,10,8,1,1,0.1,2,2,0,0.0,"Early Literacy and
Intervention",29739.0,"Elementary School
Interventions",667039.0,"K-2 Reading Mid Year
Reading Assessment",at_or_above_target,K: .64%
Berryessa Union Elementary School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,9,1,1462645.3,881139.03,0,0,0,0,0.0,0,0,0,0.0,"Positive Behavior
Intervention Systems
(PBIS) - Contract w/
Collective Impact
Solutions",133055.0,"Positive Behavior
Intervention Systems",133055.0,Suspension Rates,,
Franklin-McKinley Elementary School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,9,2,1336317.0,876156.05,0,0,0,0,0.0,0,0,0,0.0,"Teaching and
Learning:
Newcomers and EL
Professional
Development and
Program Support
(SCG)",45000.0,"Teaching and
Learning:
Core and
Supplemental,
Instructional
Materials &
Resources",429315.0,"School Climate: Priority
6.C
Percentage of students
in grades 3-8 answering
favorably to feeling a
sense of belonging
(School
Connectedness).
Data Source: Panorama
Survey",,
Los Gatos-Saratoga Union High School District,family_community_engagement,Family & Community Engagement,0,4,8,1178300.0,783520.0,26,23,0,3,0.1154,4,4,0,0.0,Family Engagement,81000.0,"Transparent
Communication",154000.0,"agree"" that ""This school
has clean and well-
maintained facilities and
properties""
(2) California School
Parent Survey, Table
A9.1, Percentage of
respondents who replied
""Agree"" or ""Strongly
agree"" that ""This school
has clean and well-
maintained facilities and
properties""
(3) California Healthy
Kids Survey, Table
A6.15, Percentage of
respondents who replied
""Agree"" or ""Strongly
agree"" that ""My school is
usually clean and tidy""
(State Priority 1)",,Students 10th: -4%
Fremont Union High School District,data_technology,Data Systems & Instructional Technology,0,4,0,1321640.0,859066.0,0,0,0,0,0.0,0,0,0,0.0,"Instructional
Technology",660820.0,"Instructional
Technology - Moved
to 3.11",0.0,,,
Milpitas Unified School District,data_technology,Data Systems & Instructional Technology,0,4,0,1127292.0,846063.3,0,0,0,0,0.0,0,0,0,0.0,"Technology Tools
and Blended
Learning",336999.0,"Technology Tools and
Blended Learning",336999.0,,,
Mt. Pleasant Elementary School District (MPESD),mental_health_wellness,"Mental Health, SEL & Wellness",0,9,0,1276869.0,843203.95,0,0,0,0,0.0,0,0,0,0.0,"Provide Support to
Families of Most
Vulnerable Student
Subgroups",298281.0,"Improve School
Climate",112000.0,,,
Cambrian School District,math_proficiency,Math Proficiency,0,1,4,751350.0,525945.0,11,8,2,1,0.0909,4,2,2,0.5,"Provision of
Instructional
Specialists",751350.0,,0.0,"Percentage of ELs
Enrolled in Advanced
Math at Price Middle
School",off_track,0
Los Gatos Union Elementary School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,3,1,647608.0,416695.2,1,0,0,1,1.0,0,0,0,0.0,"Utilize the Educlimber
Data Management
System to enter and
refer to data from
multiple sources as part
of the MTSS (Multi-",17000.0,"Utilize the
Educlimber Data
Management System
to enter and refer to",17000.0,"Priority 3B:
Participation in the
Expanded Learning
Opportunities Program
(ELOP) for Low Income,
English Learner, and
Foster Youth students.",,-8%
Cupertino Union Elementary School District,family_community_engagement,Family & Community Engagement,1,6,9,931428.0,588112.05,11,10,0,1,0.0909,4,3,1,0.25,"Parent Liaisons and
Support",102189.0,Parent Education,9500.0,"Parent Liaisons
Percentage of School
Sites with Parent
Liaisons that utilized
75% or more of their
allocated hours.",moving_away,-8%
Oak Grove School District,family_community_engagement,Family & Community Engagement,0,4,0,1378844.0,784938.0,0,0,0,0,0.0,0,0,0,0.0,"Communication and
Outreach Directed
Towards Families of
Foster Youth, Homeless
Youth, English Learners
and Socioeconomically
Disadvantaged Students",583501.0,"Communication and
Outreach Directed Towards
Families of Foster Youth,
Homeless Youth, English
Learners and",583501.0,,,
Cambrian School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,5,0,1385137.0,774952.4,0,0,0,0,0.0,0,0,0,0.0,"Provision of
Instructional
Specialists",751350.0,"Provision for the
Coordinator of
Student Support
Services",240000.0,,,
Cambrian School District,family_community_engagement,Family & Community Engagement,1,14,6,1070836.0,607261.95,10,10,0,0,0.0,4,3,1,0.25,"Family Engagement
& Support Specialist",59087.0,"Enhancing Parent and
Community Engagement
through the Coordinator
of Marketing,
Communications, and
Community Engagement",124000.0,"Who Responded
""Strongly Agree"" or
""Agree"" to the Following
Survey Item: ""Parents
have opportunities to
give input into the
decision-making process
at school.""",moving_away,Disabilities: +9.9
Saratoga Union School District,math_proficiency,Math Proficiency,0,4,0,1012472.0,732853.8,0,0,0,0,0.0,0,0,0,0.0,"Mathematics - full
implementation
CCSS TK-8",269326.0,"Mathematics - full
implementation CCSS
TK-8",269326.0,,,
East Side Union High School District,college_career_readiness,"College, Career & Postsecondary Readiness",4,8,3,694179.0,277671.6,19,8,0,11,0.5789,3,0,3,1.0,Targeted college and career readiness for st,167263.0,"Targeted college and career readiness for students
through AVID course enrollment",167263.0,"UC/CSU A-G
Course Completion
by Race/Ethnicity",moving_away,2025-26 Update
